SEQ_TYPE	PRIMER	SEQ_TECH	ACC
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4807080
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5078773
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5472577
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5068191
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5218306
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780314
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5481009
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246824
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4667225
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4892585
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4440238
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5060678
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4209861
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5479581
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4892938
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4667607
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5079470
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5228636
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839244
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671264
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4692719
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4867454
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4569534
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4779354
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5224887
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4892782
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5228335
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664404
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671883
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4890546
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4866928
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5409415
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4838509
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4569694
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4759710
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891745
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5973390
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5705686
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5070929
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5397728
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671892
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4759053
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365186
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242182
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4837589
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4758949
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5080356
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243243
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365151
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4439243
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5298539
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5511765
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4869275
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5399634
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5080275
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4240022
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5219347
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246673
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664771
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5705523
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4693476
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5071526
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839061
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5225036
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4837768
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4247884
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4660026
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5473593
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5089757
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5078864
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5472933
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5064335
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4439560
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4364252
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5074929
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4759183
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5062020
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5506135
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4779796
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4838268
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4241808
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365734
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665328
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5221813
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891136
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664316
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4439441
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243729
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5077499
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5669940
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4890525
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5777611
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5777117
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4440323
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780620
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243186
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5970853
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4890426
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246764
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5091706
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4693085
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5064129
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839091
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4363938
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4440705
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4241981
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4692848
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4569837
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4366438
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4247493
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4807157
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5074602
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5078811
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4209985
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4838406
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4440202
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5971699
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243272
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4694438
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4364907
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5298552
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780911
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5991892
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5479725
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4205390
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4806271
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839280
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242685
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5501291
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5747684
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4570687
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4241650
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4838635
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365574
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5227601
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4868782
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4209243
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4208894
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4241702
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5505499
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242131
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4758929
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243141
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243864
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780106
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4249319
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5299463
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365426
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5220137
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665761
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243999
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243513
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671193
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780042
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5406559
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839083
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365203
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR6020044
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5073974
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5078520
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5973175
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4364684
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5064718
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839573
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4867090
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4838095
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246344
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5776376
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839657
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664303
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665174
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5973036
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5081687
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780818
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664255
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891599
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5747849
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4694561
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5631496
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4779468
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5706086
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4694540
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4363493
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4363358
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4205227
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4495139
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4837870
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5478377
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4758365
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4364321
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4837770
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5220499
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365380
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5629108
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5398422
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246787
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4806416
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246694
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4206358
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4208804
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4758692
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4666781
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4868167
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243704
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365085
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5060437
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5471127
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891478
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242766
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665486
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246642
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4892082
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4247543
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839872
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4838721
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5298512
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4495155
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246635
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4206509
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671102
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4867049
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4555317
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5289190
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5230063
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5082370
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5745808
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664918
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5475426
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4569529
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5222226
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365039
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4363425
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4246565
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5297424
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4569814
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR6019347
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4366444
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4248786
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4807984
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4209857
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5632393
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5070499
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5496909
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242378
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4868779
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4440709
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5778089
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5221450
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5514293
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5496230
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5078953
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839871
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5633202
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5479571
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5229201
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4205692
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5472449
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5225039
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4837857
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891685
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4204732
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5073749
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664244
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5480461
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5063369
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5499984
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5065417
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839503
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5290912
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4240272
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5094512
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4604917
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4247245
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243949
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839154
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4604835
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839508
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5080577
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242478
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5092433
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4570703
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5634024
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5223357
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5071209
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664380
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5512480
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5971388
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4869628
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671615
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4439906
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4569676
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5065294
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891964
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5403239
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665482
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4366786
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5408388
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5224731
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242112
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664277
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5409884
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5706681
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4247141
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4569733
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5299283
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5475321
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5634235
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4364950
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5223402
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5076924
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891832
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5071313
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365289
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4495704
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4239615
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4758773
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671174
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891833
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4364148
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4439713
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5075845
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4495609
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5071642
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4694002
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665591
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5505697
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5068801
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5228108
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5472038
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4363935
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5474250
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5068107
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4839104
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4239756
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5089008
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR6060144
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4807327
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4570701
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5401108
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5298028
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5093321
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5081467
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5670642
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4363451
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5062343
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4604801
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5286306
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4891431
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5072894
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5972204
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4890482
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5505930
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4242292
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4206492
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664725
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5224088
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4243766
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665827
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4363650
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5076834
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5748015
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4692467
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780046
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665228
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5092451
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4365206
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5634063
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR6301195
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5298695
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4666013
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780217
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5225902
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4890379
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4868749
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4555296
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4780587
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5505186
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4555207
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4665019
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5409700
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5477653
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4671542
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4692814
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5777746
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4604803
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR6019959
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR5747224
AMPLICON	ARTIC-V3	OXFORD_NANOPORE	ERR4664472
